Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
59829,"Dance Upon the Air (Three Sisters Island, #1)",Nora Roberts,"Roberts, Nora",,"=""0749932775""","=""9780749932770""",0,4.2,Piatkus,Paperback,400,2001,2001,,2019/04/23,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
110396,"When He Was Wicked (Bridgertons, #6)",Julia Quinn,"Quinn, Julia",,"=""0060531231""","=""9780060531232""",0,4.03,Avon,Mass Market Paperback,368,2004,2004,,2019/04/23,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
110386,"To Sir Phillip, With Love (Bridgertons, #5)",Julia Quinn,"Quinn, Julia",,"=""0380820854""","=""9780380820856""",0,3.89,Avon,Paperback,372,2009,2003,,2019/04/23,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
248483,"Austenland (Austenland, #1)",Shannon Hale,"Hale, Shannon",,"=""1596912855""","=""9781596912854""",0,3.54,Bloomsbury Publishing PLC,Hardcover,197,2007,2007,,2019/04/23,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
5664985,Along for the Ride,Sarah Dessen,"Dessen, Sarah",,"=""0670011940""","=""9780670011940""",0,4.07,Viking Books for Young Readers,Hardcover,383,2009,2009,,2019/04/23,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
28458598,When Dimple Met Rishi,Sandhya Menon,"Menon, Sandhya",,"=""1481478680""","=""9781481478687""",0,3.74,Simon Pulse,Hardcover,380,2017,2017,,2019/04/23,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
5821978,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,"=""1416968237""","=""9781416968238""",0,3.94,Simon  Schuster Books for Young Readers,Hardcover,276,2009,2009,,2019/04/23,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
49750,An Abundance of Katherines,John Green,"Green, John",,"=""0525476881""","=""9780525476887""",0,3.6,Dutton Books for Young Readers,Hardcover,229,2006,2006,,2019/04/23,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
107779,"The Bride (Lairds' Fiancées, #1)",Julie Garwood,"Garwood, Julie",,"=""0743452925""","=""9780743452922""",0,4.26,Atria Books,Hardcover,352,2002,1989,,2019/04/23,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
27774596,"After You (Me Before You, #2)",Jojo Moyes,"Moyes, Jojo",,"=""0143108867""","=""9780143108863""",0,3.71,Penguin Books,Paperback,352,2016,2015,,2019/04/23,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
5996153,"Blood Promise (Vampire Academy, #4)",Richelle Mead,"Mead, Richelle",,"=""1595141987""","=""9781595141989""",0,4.34,Penguin Razorbill,Hardcover,503,2009,2009,,2019/04/23,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",0,4.18,Knopf,Hardcover,378,2015,2015,,2019/04/23,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
3466,"The Wedding (The Notebook, #2)",Nicholas Sparks,"Sparks, Nicholas",,"=""0446615862""","=""9780446615860""",0,3.98,Vision,Paperback,276,2005,2003,,2019/04/23,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
544891,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,"Flinn, Alex",,"=""0060874163""","=""9780060874162""",0,3.84,HarperTeen,Hardcover,304,2007,2007,,2019/04/23,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,"Giffin, Emily",,"=""031232118X""","=""9780312321185""",0,3.84,St. Martin's Press,Hardcover,322,2004,2004,,2019/04/23,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
105574,"Scandal in Spring (Wallflowers, #4)",Lisa Kleypas,"Kleypas, Lisa",,"=""0060562536""","=""9780060562533""",0,4.02,Avon,Mass Market Paperback,374,2006,2006,,2019/04/23,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
6931356,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,"Keplinger, Kody",,"=""0316084239""","=""9780316084239""",0,3.84,Little Brown/Poppy,Hardcover,280,2010,2010,,2019/04/23,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
178476,Slave to Sensation (Psy-Changeling #1),Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.12,Berkley Sensation,Mass Market Paperback,334,2006,2006,,2019/04/23,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
17983690,"Lick (Stage Dive, #1)",Kylie Scott,"Scott, Kylie",,"=""1743342373""","=""9781743342374""",0,4.13,Momentum,ebook,286,2013,2013,,2019/04/23,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
112750,"Darkfever (Fever, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385339151""","=""9780385339155""",0,4.12,Delacorte Press,Hardcover,309,2006,2006,,2019/04/23,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",0,4.07,HarperTeen,Hardcover,383,2015,2015,,2019/04/23,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
15839984,Cruel Beauty,Rosamund Hodge,"Hodge, Rosamund",,"=""0062224735""","=""9780062224736""",0,3.72,Balzer + Bray,Hardcover,352,2014,2014,,2019/04/23,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
33815781,The Wedding Date,Jasmine Guillory,"Guillory, Jasmine",,"=""""","=""""",0,3.51,Berkley,Kindle Edition,320,2018,2018,,2019/04/23,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",0,4.48,Feiwel & Friends,Hardcover,827,2015,2015,,2019/04/23,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
7074000,"Happy Ever After (Bride Quartet, #4)",Nora Roberts,"Roberts, Nora",,"=""1423368991""","=""9781423368991""",0,4.17,Brilliance Audio,Audio CD,333,2010,2010,,2019/04/23,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250135028""","=""9781250135025""",0,4.23,Wednesday Books,Paperback,522,2017,2015,,2019/04/23,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
51738,Just Listen,Sarah Dessen,"Dessen, Sarah",,"=""0670061050""","=""9780670061051""",0,4.06,Viking Books for Young Readers,Hardcover,371,2006,2006,,2019/04/23,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
32822135,Archer's Voice,Mia Sheridan,"Sheridan, Mia",,"=""1538727374""","=""9781538727379""",0,4.42,Forever,ebook,345,2016,2014,,2019/04/23,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,4.34,Simon & Schuster Books for Young Readers,Hardcover,359,2012,2012,,2019/04/23,to-read,to-read (#416),to-read,,,,0,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,4.18,Putnam Juvenile,Hardcover,305,2011,2011,,2019/04/23,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
18081809,Landline,Rainbow Rowell,"Rowell, Rainbow",,"=""1250049377""","=""9781250049377""",0,3.55,St. Martin's Press,Hardcover,310,2014,2014,,2019/04/23,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
19390926,"Point of Retreat (Slammed, #2)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.29,Simon & Schuster UK,Kindle Edition,320,2012,2012,,2019/04/23,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
2802316,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,"Mead, Richelle",,"=""1595141979""","=""9781595141972""",0,4.37,Razorbill,Paperback,443,2008,2008,,2019/04/23,to-read,to-read (#412),to-read,,,,0,,,0,,,,,
10305231,"The Next Always (Inn BoonsBoro, #1)",Nora Roberts,"Roberts, Nora",MacLeod Andrews,"=""1455806854""","=""9781455806850""",0,4.11,Brilliance Audio,Audio CD,352,2011,2011,,2019/04/23,to-read,to-read (#411),to-read,,,,0,,,0,,,,,
1240662,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,"Ward, J.R.",,"=""0451222725""","=""9780451222725""",0,4.13,Signet,Mass Market Paperback,534,2008,2008,,2019/04/23,to-read,to-read (#410),to-read,,,,0,,,0,,,,,
73070,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,"=""0380776839""","=""9780380776832""",0,4.03,Avon,Mass Market Paperback,376,2002,1994,,2019/04/23,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.04,Henry Holt and Company,Hardcover,358,2012,2012,,2019/04/23,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
10428803,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",Sarah MacLean,"MacLean, Sarah",,"=""0062068520""","=""9780062068521""",0,3.94,Avon,Mass Market Paperback,386,2012,2012,,2019/04/23,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
6781956,"Savor the Moment (Bride Quartet, #3)",Nora Roberts,"Roberts, Nora",Angela Dawe,"=""1423368886""","=""9781423368885""",0,4.14,Brilliance Audio,Audiobook,325,2010,2010,,2019/04/23,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
743599,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""0440244161""","=""9780440244165""",0,3.98,Dell,Mass Market Paperback,375,2007,1999,,2019/04/23,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.22,"Little, Brown and Company",ebook,449,2013,1938,,2019/04/23,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
6642402,"Something About You (FBI/US Attorney, #1)",Julie James,"James, Julie",,"=""0425233383""","=""9780425233382""",0,3.94,Berkley Sensation,Mass Market Paperback,307,2010,2010,,2019/04/23,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
16069030,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,"Rutkoski, Marie",,"=""0374384681""","=""9780374384685""",0,4.01,Farrar Straus Giroux ,ebook,355,2014,2014,,2019/04/23,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
13262783,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,"=""0307931889""","=""9780307931887""",0,3.96,Knopf Books for Young Readers,Hardcover,322,2012,2012,,2019/04/23,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
13489919,"The Duchess War (Brothers Sinister, #1)",Courtney Milan,"Milan, Courtney",,"=""1937248097""","=""9781937248093""",0,3.83,Courtney Milan,ebook,270,2012,2012,,2019/04/23,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
2282133,"Frostbite (Vampire Academy, #2)",Richelle Mead,"Mead, Richelle",,"=""1595141758""","=""9781595141750""",0,4.29,Razorbill,Paperback,327,2008,2008,,2019/04/23,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
12033455,I've Got Your Number,Sophie Kinsella,"Kinsella, Sophie",,"=""0385342063""","=""9780385342063""",0,3.94,The Dial Press,Hardcover,433,2012,2011,,2019/04/23,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
6442769,Paper Towns,John Green,"Green, John",,"=""014241493X""","=""9780142414934""",0,3.84,Speak,Paperback,305,2009,2008,,2019/04/23,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
9408584,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",0,4.08,Avon,Mass Market Paperback,390,2009,2001,,2019/04/23,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
6070950,"Bed of Roses (Bride Quartet, #2)",Nora Roberts,"Roberts, Nora",,"=""0425230074""","=""9780425230077""",0,4.12,Berkley Books,Paperback,335,2009,2009,,2019/04/23,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
51737,The Truth About Forever,Sarah Dessen,"Dessen, Sarah",,"=""0142406252""","=""9780142406250""",0,4.13,Penguin Group Inc.,Paperback,374,2004,2004,,2019/04/23,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
13517535,"Thoughtless (Thoughtless, #1)",S.C. Stephens,"Stephens, S.C.",,"=""146109111X""","=""9781461091110""",0,4.11,CreateSpace,Paperback,530,2011,2009,,2019/04/23,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
28763485,The Sun Is Also a Star,Nicola Yoon,"Yoon, Nicola",,"=""0553496689""","=""9780553496680""",0,4.1,Delacorte Press,Hardcover,384,2016,2016,,2019/04/23,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
13486122,"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst,"Probst, Jennifer",,"=""1937044963""","=""9781937044961""",0,3.81,Entangled Publishing (Indulgence),ebook,160,2012,2012,,2019/04/23,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
22918050,"The Heir (The Selection, #4)",Kiera Cass,"Cass, Kiera",,"=""""","=""""",0,3.82,HarperTeen,Kindle Edition,342,2015,2015,,2019/04/23,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
18052985,"Romancing the Duke (Castles Ever After, #1)",Tessa Dare,"Dare, Tessa",,"=""0062240196""","=""9780062240194""",0,3.91,Avon,Mass Market Paperback,370,2014,2014,,2019/04/23,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
1421990,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,"Frost, Jeaniene",,"=""0061245089""","=""9780061245084""",0,4.17,Avon,Mass Market Paperback,358,2007,2007,,2019/04/23,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
827412,"It Happened One Autumn (Wallflowers, #2)",Lisa Kleypas,"Kleypas, Lisa",,"=""0060562498""","=""9780060562496""",0,4.15,Avon,Mass Market Paperback,382,2005,2005,,2019/04/23,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
12294652,My Life Next Door,Huntley Fitzpatrick,"Fitzpatrick, Huntley",,"=""0803736991""","=""9780803736993""",0,4,Dial Books For Young Readers,Hardcover,394,2012,2012,,2019/04/23,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",0,4.29,Margaret K. McElderry Books,Hardcover,534,2012,2012,,2019/04/23,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
6584134,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,"MacLean, Sarah",,"=""0061852058""","=""9780061852053""",0,4.08,Avon,Mass Market Paperback,422,2010,2010,,2019/04/23,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
304027,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,"Ward, J.R.",,"=""0451222350""","=""9780451222350""",0,4.33,Signet,Mass Market Paperback,502,2007,2007,,2019/04/23,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",0,4.46,Bloomsbury USA Childrens,Hardcover,418,2013,2013,,2019/04/23,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,"Quinn, Julia",,"=""0380820846""","=""9780380820849""",0,4.19,Avon,Paperback,370,2002,2002,,2019/04/23,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
6381205,"Soulless (Parasol Protectorate, #1)",Gail Carriger,"Carriger, Gail",,"=""0316056634""","=""9780316056632""",0,3.91,Orbit,Mass Market Paperback,357,2009,2009,,2019/04/23,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",0,4.5,Bloomsbury Childrens Books,Paperback,699,2017,2017,,2019/04/23,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",0,4.45,Feiwel & Friends,Hardcover,552,2014,2014,,2019/04/23,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
10798416,The Statistical Probability of Love at First Sight,Jennifer E. Smith,"Smith, Jennifer E.",,"=""0316122386""","=""9780316122382""",0,3.79,Poppy/Little Brown,Hardcover,236,2012,2012,,2019/04/23,to-read,to-read (#376),to-read,,,,0,,,0,,,,,
3478,Message in a Bottle,Nicholas Sparks,"Sparks, Nicholas",,"=""0446676071""","=""9780446676076""",0,3.95,Warner Books,Paperback,342,1999,1998,,2019/04/23,to-read,to-read (#377),to-read,,,,0,,,0,,,,,
9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,"Perkins, Stephanie",Стефани Перкинс,"=""0525425632""","=""9780525425632""",0,4.06,Dutton,Hardcover,339,2014,2014,,2019/04/23,to-read,to-read (#374),to-read,,,,0,,,0,,,,,
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",0,3.63,HarperCollins Children's Book's,Hardcover,526,2013,2013,,2019/04/23,to-read,to-read (#375),to-read,,,,0,,,0,,,,,
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",0,4.59,Walker Books Ltd,Paperback,567,2013,2013,,2019/04/23,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
10140661,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,"Reynard, Sylvain",,"=""1936305623""","=""9781936305629""",0,4.01,Omnific Publishing,Paperback,506,2011,2011,,2019/04/23,to-read,to-read (#371),to-read,,,,0,,,0,,,,,
40909452,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,"Gabaldon, Diana",,"=""0525618732""","=""9780525618737""",0,4.35,Bantam,Paperback,928,2018,1996,,2019/04/23,to-read,to-read (#372),to-read,,,,0,,,0,,,,,
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416975888""","=""9781416975885""",0,4.45,"Simon & Schuster, Margaret K. McElderry ",Hardcover,502,2011,2011,,2019/04/23,to-read,to-read (#370),to-read,,,,0,,,0,,,,,
42898,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,"Ward, J.R.",,"=""0451412354""","=""9780451412355""",0,4.31,Onyx,Mass Market Paperback,455,2007,2007,,2019/04/23,to-read,to-read (#369),to-read,,,,0,,,0,,,,,
10194514,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,"McGarry, Katie",,"=""0373210493""","=""9780373210497""",0,4.07,Harlequin Teen,Hardcover,392,2012,2012,,2019/04/23,to-read,to-read (#368),to-read,,,,0,,,0,,,,,
16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,"Glines, Abbi",,"=""""","=""""",0,4.19,Abbi Glines,Kindle Edition,300,2012,2012,,2019/04/23,to-read,to-read (#366),to-read,,,,0,,,0,,,,,
45032,Mansfield Park,Jane Austen,"Austen, Jane",Kathryn Sutherland,"=""0141439807""","=""9780141439808""",0,3.85,Penguin Books,Paperback,507,2003,1814,,2019/04/23,to-read,to-read (#367),to-read,,,,0,,,0,,,,,
16081272,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,"Redmerski, J.A.",,"=""1480095532""","=""9781480095533""",0,4.25,Createspace,Paperback,426,2012,2012,,2019/04/23,to-read,to-read (#365),to-read,,,,0,,,0,,,,,
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,"=""0380815575""","=""9780380815579""",0,4.19,Avon,Mass Market Paperback,354,2006,2000,,2019/04/23,to-read,to-read (#364),to-read,,,,0,,,0,,,,,
15731779,"Entwined with You (Crossfire, #3)",Sylvia Day,"Day, Sylvia",,"=""0425263924""","=""9780425263921""",0,4.19,Berkley,Paperback,356,2013,2013,,2019/04/23,to-read,to-read (#363),to-read,,,,0,,,0,,,,,
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.1,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2019/04/23,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
6280118,One Day,David Nicholls,"Nicholls, David",,"=""""","=""""",0,3.78,Hodder and Stoughton,Hardcover,435,2008,2009,,2019/04/23,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
366522,P.S. I Love You,Cecelia Ahern,"Ahern, Cecelia",,"=""0786890754""","=""9780786890750""",0,4.01,Hachette Books,Paperback,501,2005,2003,,2019/04/23,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
693016,"Mine Till Midnight (The Hathaways, #1)",Lisa Kleypas,"Kleypas, Lisa",,"=""0312949804""","=""9780312949808""",0,4.08,St. Martin's Paperbacks,Mass Market Paperback,376,2007,2007,,2019/04/23,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
11381643,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,"Mathewson, R.L.",,"=""0983212546""","=""9780983212546""",0,4.07,Rerum Publishing House,Paperback,330,2011,2011,,2019/04/23,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",0,4.29,Feiwel & Friends,Hardcover,454,2013,2013,,2019/04/23,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",0,4.15,"Simon & Schuster Children's, Margaret K. McElderry Books",Hardcover,424,2011,2011,,2019/04/23,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
18798983,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,"Ahdieh, Renée",,"=""0399171614""","=""9780399171611""",0,4.16,G.P. Putnam's Sons Books for Young Readers,Hardcover,404,2015,2015,,2019/04/23,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
15745950,"Walking Disaster (Beautiful, #2)",Jamie McGuire,"McGuire, Jamie",,"=""1476712980""","=""9781476712987""",0,4.22,Atria Books,Paperback,448,2013,2013,,2019/04/23,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
34324605,Confess,Colleen Hoover,"Hoover, Colleen",,"=""1501176838""","=""9781501176838""",0,4.23,Atria Books,Paperback,320,2017,2015,,2019/04/23,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
33724,Can You Keep a Secret?,Sophie Kinsella,"Kinsella, Sophie",,"=""0440241901""","=""9780440241904""",0,3.84,Dell Publishing Company,Paperback,374,2005,2001,,2019/04/23,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
114162,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,"Kleypas, Lisa",,"=""0061259349""","=""9780061259340""",0,4.05,Avon,Paperback,384,2006,2004,,2019/04/23,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
16102004,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,"Lauren, Christina",,"=""1476730105""","=""9781476730103""",0,4.03,Gallery Books,ebook,320,2013,2013,,2019/04/23,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
854757,Bet Me,Jennifer Crusie,"Crusie, Jennifer",,"=""0312987854""","=""9780312987855""",0,3.93,St. Martin's Paperbacks,Mass Market Paperback,391,2004,2004,,2019/04/23,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
17314430,"Wait for You (Wait for You, #1)",J. Lynn,"Lynn, J.",Jennifer L. Armentrout,"=""""","=""2940016231921""",0,4.18,J. Lynn,Nook,332,2013,2013,,2019/04/23,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
6304335,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,"Garcia, Kami",Margaret Stohl,"=""0316042676""","=""9780316042673""",0,3.76,"Little, Brown and Company",Hardcover,563,2009,2009,,2019/04/23,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
12578077,"Obsidian (Lux, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.","Justine Eyre, Cécile Tasson","=""""","=""""",0,4.21,Entangled Teen,Paperback,335,2012,2011,,2019/04/23,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
18297707,"Tangled (Tangled, #1)",Emma Chase,"Chase, Emma",,"=""""","=""""",0,4.1,Gallery Books,Kindle Edition,254,2013,2013,,2019/04/23,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",0,3.98,Harper,Hardcover,338,2011,2011,,2019/04/23,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,"=""0142402516""","=""9780142402511""",0,4.05,Speak,Paperback,221,2006,2005,,2019/04/23,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
8492825,"Where She Went (If I Stay, #2)",Gayle Forman,"Forman, Gayle",,"=""0525422943""","=""9780525422945""",0,4.04,Dutton Juvenile,Hardcover,264,2011,2011,,2019/04/23,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",0,4.09,Harcourt,Hardcover,471,2008,2008,,2019/04/23,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",0,3.74,Delacorte Press,Hardcover,452,2009,2009,,2019/04/23,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
10987,"Voyager (Outlander, #3)",Diana Gabaldon,"Gabaldon, Diana",,"=""0385335997""","=""9780385335997""",0,4.39,Delta,Paperback,870,2001,1993,,2019/04/23,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
8667848,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",0,4,Viking Penguin,Hardcover,579,2011,2011,,2019/04/23,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.91,Scribner,Paperback,180,2004,1925,,2019/04/23,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred MacAdam,"=""1593082649""","=""9781593082642""",0,3.81,Barnes & Noble Classics,Paperback,251,2005,1818,,2019/04/23,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
