Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
836606,"Fruits Basket, Vol. 2",Natsuki Takaya,"Takaya, Natsuki","Alethea Nibley, Athena Nibley","=""1591826047""","=""9781591826040""",0,4.35,TokyoPop,Paperback,194,2004,1999,,2019/04/23,to-read,to-read (#512),to-read,,,,0,,,0,,,,,
13616,"Death Note, Vol. 4: Love (Death Note, #4)",Tsugumi Ohba,"Ohba, Tsugumi","Tsugumi Ohba, Alexis Kirsch","=""142150331X""","=""9781421503318""",0,4.39,VIZ Media LLC,Paperback,204,2006,2004,,2019/04/23,to-read,to-read (#511),to-read,,,,0,,,0,,,,,
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501708""","=""9781421501703""",0,4.43,VIZ Media LLC,Paperback,200,2006,2004,,2019/04/23,to-read,to-read (#510),to-read,,,,0,,,0,,,,,
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501694""","=""9781421501697""",0,4.43,VIZ Media LLC,Paperback,197,2005,2004,,2019/04/23,to-read,to-read (#509),to-read,,,,0,,,0,,,,,
6690979,"Black Butler, Vol. 1 (Black Butler, #1)",Yana Toboso,"Toboso, Yana",Tomo Kimura,"=""0316080845""","=""9780316080842""",0,4.37,Yen Press,Paperback,192,2010,2007,,2019/04/23,to-read,to-read (#508),to-read,,,,0,,,0,,,,,
2880,"Bleach, Volume 01",Tite Kubo,"Kubo, Tite",,"=""1591164419""","=""9781591164418""",0,4.22,VIZ Media LLC,Paperback,200,2004,2002,,2019/04/23,to-read,to-read (#507),to-read,,,,0,,,0,,,,,
204042,"Naruto, Vol. 01: Uzumaki Naruto (Naruto, #1)",Masashi Kishimoto,"Kishimoto, Masashi",Katy Bridges,"=""1569319006""","=""9781569319000""",0,4.37,VIZ Media,Paperback ,187,2003,1999,,2019/04/23,to-read,to-read (#506),to-read,,,,0,,,0,,,,,
263145,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",Matsuri Hino,"Hino, Matsuri",Tomo Kimura,"=""1421508222""","=""9781421508221""",0,4.1,VIZ Media  ,Paperback,192,2007,2005,,2019/04/23,to-read,to-read (#505),to-read,,,,0,,,0,,,,,
1087204,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori,"Hatori, Bisco",,"=""1591169151""","=""9781591169154""",0,4.36,VIZ Media  ,Paperback,178,2005,2003,,2019/04/23,to-read,to-read (#504),to-read,,,,0,,,0,,,,,
271199,"Fruits Basket, Vol. 1",Natsuki Takaya,"Takaya, Natsuki","Alethea Nibley, Athena Nibley","=""1591826039""","=""9781591826033""",0,4.23,TokyoPop Inc,Paperback,216,2004,1999,,2019/04/23,to-read,to-read (#503),to-read,,,,0,,,0,,,,,
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba,"Ohba, Tsugumi","Pookie Rolf, Takeshi Obata","=""1421501686""","=""9781421501680""",0,4.43,VIZ Media LLC,Paperback,195,2005,2003,,2019/04/23,to-read,to-read (#502),to-read,,,,0,,,0,,,,,
476543,The Darkest Night (Lords of the Underworld #1),Gena Showalter,"Showalter, Gena",,"=""0373772467""","=""9780373772469""",0,4.08,Harlequin,Mass Market Paperback,379,2008,2008,,2019/04/23,to-read,to-read (#501),to-read,,,,0,,,0,,,,,
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424925""","=""9780545424929""",0,4.06,Scholastic Press,Hardcover,409,2012,2012,,2019/04/23,to-read,to-read (#499),to-read,,,,0,,,0,,,,,
3463,A Bend in the Road,Nicholas Sparks,"Sparks, Nicholas",,"=""0446696137""","=""9780446696135""",0,4.03,Grand Central Publishing,Paperback,341,2005,2001,,2019/04/23,to-read,to-read (#500),to-read,,,,0,,,0,,,,,
15283043,The Distance Between Us,Kasie West,"West, Kasie",,"=""0062235656""","=""9780062235657""",0,3.94,HarperTeen,Paperback,320,2013,2013,,2019/04/23,to-read,to-read (#497),to-read,,,,0,,,0,,,,,
23587120,"When a Scot Ties the Knot (Castles Ever After, #3)",Tessa Dare,"Dare, Tessa",,"=""0062349031""","=""9780062349033""",0,3.97,Avon,ebook,384,2015,2015,,2019/04/23,to-read,to-read (#498),to-read,,,,0,,,0,,,,,
3863861,Just the Sexiest Man Alive,Julie James,"James, Julie",,"=""0425224201""","=""9780425224205""",0,3.93,Berkley Sensation,Mass Market Paperback,296,2008,2008,,2019/04/23,to-read,to-read (#496),to-read,,,,0,,,0,,,,,
147865,"Love, Rosie",Cecelia Ahern,"Ahern, Cecelia",,"=""0786891084""","=""9780786891085""",0,3.94,Hachette Books,Paperback,512,2006,2004,,2019/04/23,to-read,to-read (#495),to-read,,,,0,,,0,,,,,
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,"Kinsella, Sophie",,"=""0440241413""","=""9780440241416""",0,3.63,Dell Publishing Company,Paperback,368,2003,2000,,2019/04/23,to-read,to-read (#494),to-read,,,,0,,,0,,,,,
7491418,"Love in the Afternoon (The Hathaways, #5)",Lisa Kleypas,"Kleypas, Lisa",,"=""0312605390""","=""9780312605391""",0,4.21,St. Martin's,Mass Market Paperback,332,2010,2010,,2019/04/23,to-read,to-read (#493),to-read,,,,0,,,0,,,,,
